Feedback_ID,Feedback_Text
ZMF07378,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF00045,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF06544,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF08536,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05098,Received a completely wrong item from Grill & Chill. Customer support is not helping.
ZMF08854,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06765,I am tired of the an item missing from my order. This is completely unacceptable.
ZMF06842,The soup was completely spilled in the bag. Terrible packaging.
ZMF09626,One of the items was missing from my order. I had to wait for more than an hour.
ZMF04051,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF08580,My order was more than an hour late and the food was cold.
ZMF02393,I love the the zomato gold benefits. It makes ordering food so convenient and enjoyable.
ZMF03147,Consistently good experience with Zomato. Reliable and fast.
ZMF00208,Amazing discounts and very quick delivery. Highly recommended.
ZMF07364,One of the items was missing from my order. I want a full refund for this order.
ZMF08242,I am tired of the the app crashing during payment. It was a very frustrating experience.
ZMF00963,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF07725,The soup was completely spilled in the bag. Terrible packaging.
ZMF06569,One of the items was missing from my order. This is completely unacceptable.
ZMF06251,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04734,The delivery partner was very quick. Great service!
ZMF03826,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF08208,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF07676,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF07407,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09056,One of the items was missing from my order. I had to wait for more than an hour.
ZMF01457,"My order was perfectly packed, no spills at all. The food was impressive too."
ZMF08486,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF06829,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF04833,Food from Biryani Central arrived super fast and was excellent!
ZMF07225,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF09812,I am tired of the a wrong item being delivered. I want a full refund for this order.
ZMF05838,The soup was completely spilled in the bag. Terrible packaging.
ZMF06507,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF00826,Consistently good experience with Zomato. Reliable and fast.
ZMF05036,One of the items was missing from my order. I had to wait for more than an hour.
ZMF04612,Consistently good experience with Zomato. Reliable and fast.
ZMF07871,My order was more than an hour late and the food was cold.
ZMF06367,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF03007,The delivery partner was very quick. Great service!
ZMF04890,Food from Noodle Kingdom arrived super fast and was excellent!
ZMF04479,The delivery partner was very excellent. Great service!
ZMF01889,"The The app's user interface was simply excellent. Keep it up, Zomato."
ZMF07079,One of the items was missing from my order. This is completely unacceptable.
ZMF07902,I am tired of the a wrong item being delivered. It was a very frustrating experience.
ZMF00716,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF05934,My order was more than 40 minutes late and the food was cold.
ZMF07337,Received a completely wrong item from Pizza Bay. Customer support is not helping.
ZMF03145,"My order was perfectly packed, no spills at all. The food was user-friendly too."
ZMF06962,My order was more than 40 minutes late and the food was cold.
ZMF00240,Food from The Curry House arrived earlier than expected and was user-friendly!
ZMF07015,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF05563,One of the items was missing from my order. This is completely unacceptable.
ZMF06819,I am tired of the the restaurant canceling my order after a long wait. I want a full refund for this order.
ZMF00950,"The The food quality was simply excellent. Keep it up, Zomato."
ZMF02632,Food from Noodle Kingdom arrived super fast and was quick!
ZMF04114,Amazing discounts and very quick delivery. Highly recommended.
ZMF04495,Food from Pizza Bay arrived super fast and was quick!
ZMF06361,I am tired of the the restaurant canceling my order after a long wait. It was a very frustrating experience.
ZMF09130,I am tired of the the app crashing during payment. This is completely unacceptable.
ZMF05862,Received a completely wrong item from Biryani Central. Customer support is not helping.
ZMF02354,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08521,I am tired of the the app crashing during payment. My entire meal was ruined.
ZMF09432,The curry was completely spilled in the bag. Terrible packaging.
ZMF00639,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF07314,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF03314,"The The Zomato Gold benefits was simply excellent. Keep it up, Zomato."
ZMF03590,"The The customer support was simply excellent. Keep it up, Zomato."
ZMF04592,Amazing discounts and very quick delivery. Highly recommended.
ZMF02162,Amazing discounts and very quick delivery. Highly recommended.
ZMF05587,I am tired of the late delivery. I want a full refund for this order.
ZMF07759,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF07991,Received a completely wrong item from Noodle Kingdom. Customer support is not helping.
ZMF04523,Consistently good experience with Zomato. Reliable and fast.
ZMF02559,"The The packaging was simply excellent. Keep it up, Zomato."
ZMF07857,One of the items was missing from my order. I had to wait for more than an hour.
ZMF02469,"The The delivery speed was simply excellent. Keep it up, Zomato."
ZMF08296,My order was more than an hour late and the food was cold.
ZMF08275,The soup was completely spilled in the bag. Terrible packaging.
ZMF03547,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF07987,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01496,Food from Pizza Bay arrived super fast and was excellent!
ZMF06966,My order was more than an hour late and the food was cold.
ZMF04559,"My order was perfectly packed, no spills at all. The food was quick too."
ZMF04179,"My order was perfectly packed, no spills at all. The food was hot and fresh too."
ZMF02039,I love the the food quality. It makes ordering food so convenient and enjoyable.
ZMF08619,"The app showed the restaurant was open, but they cancelled my order after 30 minutes. Wasted my time."
ZMF08569,My order was more than an hour late and the food was cold.
ZMF06799,Received a completely wrong item from The Curry House. Customer support is not helping.
ZMF02333,"My order was perfectly packed, no spills at all. The food was excellent too."
ZMF04650,Consistently good experience with Zomato. Reliable and fast.
ZMF02262,Amazing discounts and very quick delivery. Highly recommended.
ZMF09343,One of the items was missing from my order. This is completely unacceptable.
ZMF05740,The delivery partner was very rude. This is not the service I expect from Zomato.
ZMF01060,I love the the delivery speed. It makes ordering food so convenient and enjoyable.
ZMF08342,The soup was completely spilled in the bag. Terrible packaging.
ZMF04540,Consistently good experience with Zomato. Reliable and fast.
ZMF08081,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09101,I am tired of the the app crashing during payment. I want a full refund for this order.
ZMF09697,The delivery partner was very rude. This is not the service I expect from Zomato.
